company_name,ticker,cik,filing_type,filing_date,filing_url,Checked,snippet_text_short,KPI_CURRENT_VALUE,KPI_TREND,KPI_HISTORICAL_COMPARISON,TARGET_OUTLOOK,NPS_GOAL_REACHED,METHODOLOGY_DEFINITION,QUALITATIVE_ONLY,has_numeric_nps,nps_value_fix,nps_competition_industry,nps_value_over,nps_value_below,nps_goal_value,nps_goal_change
D-MARKET Electronic Services & Trading,HEPS,1850235.0,EX-99.1,2023-05-25,https://sec.gov/Archives/edgar/data/0001850235/000110465923064260/tm2316877d1_ex99-1.htm,,"EBITDA unadjusted for inflation, at TRY 175.9 million, exceeded breakeven and marked the highest level since our IPO. We achieved this through our unwavering focus on optimizing customer discounts and operating expenses, plus delivery on our compelling value proposition that generated 78% year-over-year GMV growth, unadjusted for inflation. During the quarter, our appealing services and a range of affordability solutions, have solidified our leader position in Net Promoter Score in the Turkish e-commerce market. This appeal is also evidenced by the enrollment of over one million customers in our Hepsiburada Premium program since its launch, marking another milestone. Moreover, we continued to expand the range of our services and solutions provided to other retailers.",0,0,0,0,0,0,0,0,,,,,,
D-MARKET Electronic Services & Trading,HEPS,1850235.0,EX-99.1,2023-08-24,https://sec.gov/Archives/edgar/data/0001850235/000110465923094704/tm2324599d1_ex99-1.htm,,"Having marked its first anniversary in July, the program has attracted 1.3 million members as at the end of the first week of August. The array of affordability solutions on our platform, which position us uniquely among Türkiye’s e-commerce players, contribute to customer convenience which expedites conversion to sales. Furthermore, our leading Net Promoter Score in the Turkish e-commerce sector confirms customer appreciation for these programs and services. Meanwhile, we retain a laser focus on our logistics services and fintech propositions for third parties. This quarter, HepsiJet has expanded its customer base to almost 1,600 merchants with its distinguished delivery capabilities.",0,0,0,0,0,0,0,0,,,,,,
"DELTA AIR LINES, INC.",DAL,27904.0,DEF 14A,2021-04-30,https://sec.gov/Archives/edgar/data/0000027904/000130817921000283/ldal2021_def14a.pdf,,"POWERFUL CONSUMER BRAND UNMATCHED COMPETITIVE ADVANTAGES PROVEN TRACK RECORD OF EXECUTION Delta is an exceptional, trusted consumer brand that consistently delivers a superior travel experience. Over the last decade, we have set the global standard for reliability, service and customer experience. Customer satisfaction scores have increased substantially during this time, with our domestic net promoter score in 2020 reaching nearly 67%. Our unwavering dedication to cleanliness and health and safety practices, including the hiring of the industry’s first Chief Health Officer in early 2021, position us to continue earning our customers’ trust and preference. In 2020, Delta was named one of Fortune’s Most Admired Companies and its Most Admired Airline for the ninth time in the past ten years.",1,1,0,0,0,0,0,1,,,,67.0,,
"DELTA AIR LINES, INC.",DAL,27904.0,DEF 14A,2022-04-29,https://sec.gov/Archives/edgar/data/0000027904/000130817922000308/ldal2022_def14a.pdf,,"that focus the named executive officers on the company's short- and long-term objectives. Annual Incentive Plan Performance Measure Description Financial Performance — Pre-Tax Income Closely aligned with the business plan targets presented to the Board of Directors as pa rt › of Delta's operating plan Also serves as the measure used under the Profit Sharing Program, thereby aligning the › interests of Delta management with our people Operational Performance — Delta and Delta Connection Based on the broad-based Shared Rewards Program's on-time arrival, baggage handling, › flight completion and net promoter score goals, as well as on-time arrival and flight completion goals for our Delta Connection carriers Satisfaction of these measures are determined based on achievement of either internal › goals or first place performance relative to airline peers (other than net promoter scores) Long-Term Incentive Program Performance Measure Description Total Revenue per Available Seat Mile (TRASM) A unit revenue measure comprised of passenger revenue, revenue from our ancillary › businesses and other revenue sources Encourages focus on achieving top-line revenue growth while emphasizing disciplined › capacity g",0,0,0,1,0,0,0,0,,,,,,
"DELTA AIR LINES, INC.",DAL,27904.0,DEF 14A,2023-04-28,https://sec.gov/Archives/edgar/data/0000027904/000130817923000817/ldal2023_def14a.htm,x,"Our digital transformation accelerated as we unveiled new tools to personalize and simplify travel at all points of the journey. And our fleet refresh continued to increase comfort and efficiency in the skies as we took delivery of 69 new aircraft and placed a significant order for new, next-generation Boeing 737-10 planes. Our Net Promoter Scores exceeded 2019 levels as we continued to bolster our brand. Leveraging our global network and growing customer loyalty . Our network rebuild gained strength as we grew share at our best-in-class domestic hubs while harnessing the power of our international joint ventures.",0,1,0,0,0,0,0,0,,,,,,
"DELTA AIR LINES, INC.",DAL,27904.0,DEF 14A,2023-04-28,https://sec.gov/Archives/edgar/data/0000027904/000130817923000817/ldal2023_def14a.pdf,,"Our digital transformation accelerated as we unveiled new tools to personalize and simplify travel at all points of the journey. And our fleet refresh continued to increase comfort and efficiency in the skies as we took delivery of 69 new aircraft and placed a significant order for new, next-generation Boeing 737-10 planes. Our Net Promoter Scores exceeded 2019 levels as we continued to bolster our brand. experienced record SkyMiles and co-brand acquisitions and saw our premium products outperform. Leveraging our global network and growing customer loyalty .",0,0,0,0,0,0,1,0,,,,,,
"Despegar.com, Corp.",DESP,1703141.0,6-K,2023-05-18,https://sec.gov/Archives/edgar/data/0001703141/000115752323000878/a53402652.htm,,"1% YoY to $158.7 million, reaching a record quarterly level and a 13.8% Take Rate Cost of Revenue as a percentage of Gross Bookings decreased 86 basis points (“bps”) to 4.4%, trending toward pre-pandemic levels Total Adjusted EBITDA increased 154% YoY to $17.3 million, as the Company continued to focus on profitable growth across markets in Latin America Operating cash flow was positive $5.2 million, compared to positive $32.2 million in 1Q22 1Q23 ending cash position of $228.0 million, including restricted cash Members of Loyalty Program increased 343% YoY to 14.0 million Net Promoter Score (NPS) increased +8 pps YoY to 67.3%, Message from the CEO Commenting on the Company’s performance, Damian Scokin, CEO, said : Our Q1 performance was strong across the board, achieving record-high revenue in the seasonally weakest travel period as well as $17.3 million in EBITDA, our strongest since 1Q18. The quarter’s performance reflects our ability to consistently deliver the best travel experience to customers while maintaining our disciplined focus on profitable growth and leveraging Despegar’s scale with suppliers. Our strategy to enhance the revenue mix resulted in a significant rise in the",1,1,1,0,0,0,0,0,67.3,,,,,
"Despegar.com, Corp.",DESP,1703141.0,6-K,2023-08-17,https://sec.gov/Archives/edgar/data/0001703141/000115752323001342/a53539846.htm,,"ion (+27% YoY) Cost of Revenue as a percentage of Gross Bookings rose to 4.7% from 4.1% in 2Q22, in part due to one-time impacts during the quarter Total Adjusted EBITDA increased 183% YoY to $30.0 million, and excluding one-time items Adjusted EBITDA increased 71% YoY to $20.2 million Net Income of $28.0 million, the first positive quarter since 2019 Operating cash flow was positive $28.9 million, compared to positive $5.7 million in 2Q22 Cash position of $243.9 million, including restricted cash, at June 30, 2023 Loyalty Program members increased 194% YoY to 16.9 million Net Promoter Score (NPS) increased 4.0 percentage points YoY to 67.4% Message from the CEO Commenting on Despegar’s performance, Damian Scokin, CEO, said: “Our momentum accelerated and we achieved a remarkably strong performance in the second quarter, with r evenues reaching a new all-time high of $165.5 million despite operating in our seasonally weakest quarter. There were three driving forces behind this growth. First, a significant improvement in revenue mix, as we continue to successfully increase sales of vacation Packages, further expanding our margins.",1,1,1,0,0,0,0,0,67.4,,,,,
"Despegar.com, Corp.",DESP,1703141.0,6-K,2023-11-09,https://sec.gov/Archives/edgar/data/0001703141/000115752323001708/a53798436.htm,,"Foreign Exchange (“FX”) Neutral: calculated by using the average monthly exchange rate of each month of the quarter and applying it to the corresponding months in the current year, so as to calculate what the results would have been had exchange rates remained constant. These calculations do not include any other macroeconomic effects such as local currency inflation effects. Net Promoter Score (“NPS”): a customer loyalty and satisfaction metric that measures the willingness of customers to recommend a company, product, or service to others. Gross Bookings (“GB”): Gross Bookings is an operating measure that represents the aggregate purchase price of all travel products booked by the Company’s travel customers through its platform during a given period related to our travel business. In its quarterly earnings releases, Despegar presents Gross Bookings net of withholding taxes on international trips in Argentina which have been in effect since 2020.",0,0,0,0,0,0,1,0,,,,,,
Dragoneer Growth Opportunities Corp.,CCCS,1818201.0,EX-99.1,2021-02-03,https://sec.gov/Archives/edgar/data/0001818201/000119312521027461/d101043dex991.htm,,"Third, CCC operates in a large and growing addressable market where they have been one of the driving forces behind the digitization of the insurance economy. They have a powerful and proven R&D engine that continues to develop products and solutions that delight their customers. Its not often that a product in the insurance space has an NPS score of 80; and as we look forward to a world with new automotive safety technologies like Advanced Driver Assistance Systems or ADAS, and early autonomous technology, we see the opportunity for CCC increasing as complexity and costs of auto repair grow. Weve spent a great deal of time around and have invested in companies in the autonomous, EV, and ride-sharing markets, and this only builds our confidence in CCCs ability to serve this industry and widen its moat over time. Page 2 of 15 And lastly, the quality of the management just shines through at every level of the organization.",1,0,0,0,0,0,0,1,80.0,,,,,
Dragoneer Growth Opportunities Corp.,CCCS,1818201.0,425,2021-04-13,https://sec.gov/Archives/edgar/data/0001818201/000119312521114051/d140353d425.htm,,"et cap) (~$58bn market cap) 5 5 CCC and Dragoneer: A partnership of excellence CCC is a Market-Leading Vertical SaaS Company that Drives Significant Customer Value and ROI, Leading to Durable Differentiation, an Excellent Economic Model, and a Large Addressable Market with Long-Term Tailwinds What Dragoneer Looks for in a Company What Dragoneer Found in CCC Mission critical software platform that drives strong revenue expansion and cost efficiencies for its customers, leading Delivers significant and unique value to customers 1 to a delighted and growing customer base with an industry-leading NPS of 80 Leader in an estimated $35bn+ global P&C claims software market that is growing at ~5% annually and in the early Leader in a large and growing TAM 2 innings of a long-term digitization trend 1 Adjusted EBITDA margins of 30%+ and expanding, driven by strong operating leverage and an efficient cross-sell Exceptional economic model 3 motion reinforced by 96% recurring software revenues 3 Led by Githesh Ramamurthy, the company’s CEO for the past 20 years of growth , and a senior management team with World class management team 4 deep industry experience 2 100% multi-tenant cloud platform po",1,0,0,0,0,0,0,1,80.0,,,,,
